Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
M4W2A5,40,USD,Bi-Weekly,"USD$100,006.4 - USD$115,003.2 Per Annum (paid Bi-Weekly)",100006.4,115003.2,83338.67,95836,89587.33
M5T6W3,45,KYD,Per Month,"KYD$18,720 - KYD$28,080 Per Annum (paid Monthly)",18720,28080,18720,28080,23400
M5T6X6,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
M6D7N2,45,KYD,Per Month,"KYD$46,800 - KYD$58,500 Per Annum (paid Monthly)",46800,58500,46800,58500,52650
M7F3E4,45,KYD,Bi-Monthly,"KYD$1,170 Monthly (paid Bi-Monthly) + gratuities",14040,14040,14040,14040,14040
N2N5D3,45,KYD,Bi-Weekly,KYD$7 - KYD$10 Per Hour (paid Bi-Weekly),16380,23400,16380,23400,19890
N3F7A5,37.5,USD,Per Month,"USD$85,000 - USD$115,000 Per Annum (paid Monthly)",85000,115000,70833.33,95833.33,83333.33
N3W3A6,45,KYD,Bi-Monthly,"KYD$1,600 - KYD$3,000 Monthly (paid Bi-Monthly)",19200,36000,19200,36000,27600
N5A4B3,45,KYD,Per Month,KYD$12 - KYD$14 Per Hour (paid Monthly),28080,32760,28080,32760,30420
N6C4A7,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
N6Q3D4,40,KYD,Bi-Weekly,"KYD$480 - KYD$1,200 Bi-Weekly (paid Bi-Weekly)",12480,31200,12480,31200,21840
N8D6W8,45,KYD,Per Week,KYD$8.33 - KYD$8.89 Per Hour (paid Weekly),19500,20800,19500,20800,20150
P2D8V4,40,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),24960,24960,24960,24960,24960
P2N7N6,45,KYD,Bi-Weekly,KYD$9 Per Hour (paid Bi-Weekly),21060,21060,21060,21060,21060
P2T3G7,40,KYD,Per Week,KYD$250 - KYD$300 Weekly,13000,15600,13000,15600,14300
P3F4N2,40,USD,Per Month,"USD$100,000 - USD$120,000 Per Annum (paid Monthly)",100000,120000,83333.33,100000,91666.67
P3G2G6,45,KYD,Per Month,"KYD$40,000 - KYD$50,000 Per Annum (paid Monthly)",40000,50000,40000,50000,45000
P3Y2R6,37.5,KYD,Per Month,"KYD$7,110 - KYD$9,564 Monthly",85320,114768,85320,114768,100044
P4B2N3,52,KYD,Per Month,KYD$6.5 - KYD$7 Per Hour (paid Monthly),17576,18928,17576,18928,18252
P5X7G2,45,KYD,Per Month,"KYD$47,000 - KYD$49,000 Per Annum (paid Monthly)",47000,49000,47000,49000,48000
P6U2Q5,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
P6X8P4,45,USD,Bi-Weekly,"USD$95,000 - USD$115,000 Per Annum (paid Bi-Weekly)",95000,115000,79166.67,95833.33,87500
P7E3C8,40,USD,Per Month,"USD$85,000 - USD$110,000 Per Annum (paid Monthly)",85000,110000,70833.33,91666.67,81250
P7P8S2,45,KYD,Per Month,"KYD$50,000 - KYD$65,000 Per Annum (paid Monthly)",50000,65000,50000,65000,57500
P8W8S6,40,KYD,Per Week,KYD$350 - KYD$400 Weekly  + gratuities,18200,20800,18200,20800,19500
Q3D3G5,40,KYD,Per Week,KYD$240 - KYD$260 Weekly,12480,13520,12480,13520,13000
Q4N6G5,45,KYD,Per Hour,KYD$8 - KYD$10 Per Hour (paid Per Hour) + gratuities,18720,23400,18720,23400,21060
Q4V8B2,45,KYD,Per Month,"KYD$1,300.65 - KYD$1,550.25 Monthly",15607.8,18603,15607.8,18603,17105.4
Q5K5X4,45,KYD,Per Week,KYD$279.9 - KYD$300.15 Weekly,14554.8,15607.8,14554.8,15607.8,15081.3
Q6C3W6,45,KYD,Bi-Weekly,KYD$6 - KYD$7 Per Hour (paid Bi-Weekly),14040,16380,14040,16380,15210
Q6H2J8,45,KYD,Bi-Weekly,KYD$540 Bi-Weekly (paid Bi-Weekly),14040,14040,14040,14040,14040
Q7K4T7,45,KYD,Per Week,KYD$12 - KYD$16 Per Hour (paid Weekly),28080,37440,28080,37440,32760
Q7Y4P7,45,USD,Bi-Weekly,"USD$23,400 - USD$34,398 Per Annum (paid Bi-Weekly) + gratuities",23400,34398,19500,28665,24082.5
Q8V5G6,44,KYD,Per Week,KYD$792 - KYD$968 Weekly,41184,50336,41184,50336,45760
R2R5Q2,37.5,USD,Per Month,"USD$110,000 - USD$150,000 Per Annum (paid Monthly)",110000,150000,91666.67,125000,108333.33
R2U2D7,45,KYD,Per Month,"KYD$20,802.6 - KYD$23,400 Per Annum (paid Monthly)",20802.6,23400,20802.6,23400,22101.3
R3F7E5,37.5,KYD,Per Month,"KYD$45,000 - KYD$60,000 Per Annum (paid Monthly)",45000,60000,45000,60000,52500
R4F3B3,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly),18720,23400,18720,23400,21060
R5W2R5,40,KYD,Per Month,"KYD$60,000 Per Annum (paid Monthly)",60000,60000,60000,60000,60000
R6J8C6,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
R6Q3C7,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
R7J8R3,45,KYD,Per Month,"KYD$10,530 Per Annum (paid Monthly) + gratuities",10530,10530,10530,10530,10530
R7S2J2,40,KYD,Per Week,KYD$400 - KYD$769.2 Weekly,20800,39998.4,20800,39998.4,30399.2
R8Q5A2,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
S2F4A7,45,KYD,Per Hour,KYD$15 - KYD$38 Per Hour (paid Per Hour),35100,88920,35100,88920,62010
S2V4Y6,45,USD,Per Month,"USD$100,000 - USD$120,000 Per Annum (paid Monthly)",100000,120000,83333.33,100000,91666.67
S4J8F6,45,USD,Bi-Weekly,USD$720 - USD$900 Bi-Weekly (paid Bi-Weekly),18720,23400,15600,19500,17550
S5B4F5,45,KYD,Per Week,KYD$700.2 - KYD$800.1 Weekly,36410.4,41605.2,36410.4,41605.2,39007.8
S5D7A8,45,KYD,Per Week,"KYD$14,040 - KYD$15,607.8 Per Annum (paid Weekly)",14040,15607.8,14040,15607.8,14823.9
S5U3N7,45,USD,Per Month,"USD$2,000 Monthly",24000,24000,20000,20000,20000
S6N3K4,45,KYD,Per Week,KYD$13 Per Hour (paid Weekly),30420,30420,30420,30420,30420
S7Q5M8,40,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),24960,24960,24960,24960,24960
S7T7G3,45,USD,Bi-Weekly,"USD$60,000 - USD$105,000 Per Annum (paid Bi-Weekly)",60000,105000,50000,87500,68750
S8E7X7,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
T2X7D2,37.5,USD,Per Year,N/A,82500,90000,68750,75000,71875
T5Y7N3,45,KYD,Bi-Monthly,KYD$6 - KYD$8 Per Hour (paid Bi-Monthly),14040,18720,14040,18720,16380
T6E8E4,45,USD,Bi-Weekly,"USD$18,720 - USD$28,080 Per Annum (paid Bi-Weekly) + gratuities",18720,28080,15600,23400,19500
T7J2B6,45,KYD,Per Week,KYD$360 - KYD$450 Weekly,18720,23400,18720,23400,21060
T7U2P4,45,KYD,Per Month,KYD$7 - KYD$10 Per Hour (paid Monthly),16380,23400,16380,23400,19890
T8N3G5,45,KYD,Per Week,KYD$6.5 - KYD$8 Per Hour (paid Weekly),15210,18720,15210,18720,16965
T8W6Q3,40,KYD,Per Week,"KYD$865.38 - KYD$1,009.62 Weekly",45000,52500,45000,52500,48750
U2B4G6,40,USD,Bi-Weekly,USD$7 Per Hour (paid Bi-Weekly) + gratuities,14560,14560,12133.33,12133.33,12133.33
U2P3E6,40,KYD,Per Week,KYD$400 - KYD$446.8 Weekly,20800,23233.6,20800,23233.6,22016.8
U2X4D4,45,USD,Per Hour,USD$9 - USD$13 Per Hour (paid Per Hour) + gratuities,21060,30420,17550,25350,21450
U2Y8M6,37.5,USD,Per Month,"USD$100,000 - USD$145,000 Per Annum (paid Monthly)",100000,145000,83333.33,120833.33,102083.33
U5H3P8,45,KYD,Per Week,KYD$6 - KYD$7 Per Hour (paid Weekly),14040,16380,14040,16380,15210
V2M4B5,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
V3J6N2,45,KYD,Per Month,KYD$45.39 Per Hour (paid Monthly),106212.6,106212.6,106212.6,106212.6,106212.6
V3X5W5,40,KYD,Per Month,"KYD$29,993.6 - KYD$41,995.2 Per Annum (paid Monthly)",29993.6,41995.2,29993.6,41995.2,35994.4
V4H8A8,45,KYD,Per Month,"KYD$36,000 - KYD$60,000 Per Annum (paid Monthly)",36000,60000,36000,60000,48000
V5A2Y4,45,KYD,Per Month,"KYD$110,000 - KYD$140,000 Per Annum (paid Monthly)",110000,140000,110000,140000,125000
V6Y5X2,45,USD,Bi-Monthly,"USD$2,800 Monthly (paid Bi-Monthly)",33600,33600,28000,28000,28000
V8R2E8,40,KYD,Bi-Weekly,"KYD$12,480 - KYD$18,720 Per Annum (paid Bi-Weekly) + gratuities",12480,18720,12480,18720,15600
W2E3D7,45,KYD,Per Week,KYD$499.95 - KYD$800.1 Weekly,25997.4,41605.2,25997.4,41605.2,33801.3
W2R2R4,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
W2V7C8,45,USD,Bi-Weekly,"USD$14,040 - USD$18,720 Per Annum (paid Bi-Weekly) + gratuities",14040,18720,11700,15600,13650
W4B5W8,20,KYD,Per Week,KYD$14 Per Hour (paid Weekly),14560,14560,14560,14560,14560
W4J7E8,40.5,KYD,Per Week,"KYD$31,590 - KYD$32,643 Per Annum (paid Weekly)",31590,32643,31590,32643,32116.5
W4T4D2,45,KYD,Per Year,KYD$10 Per Hour (paid Per Annum),23400,23400,23400,23400,23400
W5R5K8,45,KYD,Bi-Weekly,KYD$12 - KYD$14 Per Hour (paid Bi-Weekly),28080,32760,28080,32760,30420
W6R8V6,45,USD,Per Month,"USD$6,000 - USD$8,000 Monthly",72000,96000,60000,80000,70000
W6T7Y8,45,KYD,Per Day,KYD$13 - KYD$14 Per Hour (paid Per Day),30420,32760,30420,32760,31590
X2J2W6,40,KYD,Per Week,KYD$576.92 - KYD$792.95 Weekly,30000,41233.37,30000,41233.37,35616.69
X2P8D3,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
X3K4C3,45,USD,Bi-Weekly,"USD$17,550 Per Annum (paid Bi-Weekly)",17550,17550,14625,14625,14625
X3S7M3,40,KYD,Bi-Weekly,KYD$10.5 Per Hour (paid Bi-Weekly) + gratuities,21840,21840,21840,21840,21840
X5F3T3,45,KYD,Per Month,"KYD$16,380 Per Annum (paid Monthly)",16380,16380,16380,16380,16380
X5R7A3,45,KYD,Per Hour,KYD$6.5 - KYD$8.5 Per Hour (paid Per Hour) + gratuities,15210,19890,15210,19890,17550
Y2Y5U2,40,KYD,Per Month,"KYD$65,000 - KYD$70,380 Per Annum (paid Monthly)",65000,70380,65000,70380,67690
Y4G6C8,45,KYD,Per Hour,"KYD$35,100 - KYD$88,920 Per Annum (paid Per Hour)",35100,88920,35100,88920,62010
Y5C5T2,45,KYD,Bi-Weekly,"KYD$48,000 Per Annum (paid Bi-Weekly)",48000,48000,48000,48000,48000
Y7N5H3,20,KYD,Per Month,KYD$6 Per Hour (paid Monthly),6240,6240,6240,6240,6240
Y7N5W7,45,KYD,Per Week,"KYD$41,600 - KYD$50,000.08 Per Annum (paid Weekly)",41600,50000.08,41600,50000.08,45800.04
Y7N6T5,45,KYD,Per Month,"KYD$15,210 Per Annum (paid Monthly)",15210,15210,15210,15210,15210
Y7S7Q3,40,KYD,Per Month,"KYD$84,000 - KYD$96,000 Per Annum (paid Monthly)",84000,96000,84000,96000,90000
S8X8U8,45,KYD,Per Week,"KYD$14,040 - KYD$18,720 Per Annum (paid Weekly)",14040,18720,14040,18720,16380
B2C5G4,45,KYD,Per Week,KYD$10 Per Hour (paid Weekly),23400,23400,23400,23400,23400
K2T2F5,40,KYD,Per Hour,"KYD$11,440 - KYD$12,480 Per Annum (paid Per Hour) + gratuities",11440,12480,11440,12480,11960
Q2W3X2,40,KYD,Per Hour,"KYD$11,440 - KYD$12,480 Per Annum (paid Per Hour) + gratuities",11440,12480,11440,12480,11960
A4B2M3,45,KYD,Per Month,"KYD$1,560 - KYD$1,950 Monthly",18720,23400,18720,23400,21060
B4R7E3,45,KYD,Per Week,"KYD$32,500 Per Annum (paid Weekly)",32500,32500,32500,32500,32500
B6N5P3,45,KYD,Bi-Weekly,"KYD$630 - KYD$1,500.3 Bi-Weekly (paid Bi-Weekly)",16380,39007.8,16380,39007.8,27693.9
B7A5S3,45,KYD,Per Week,"KYD$18,720 - KYD$42,120 Per Annum (paid Weekly)",18720,42120,18720,42120,30420
B7N6A8,40,KYD,Per Week,KYD$400 - KYD$558 Weekly,20800,29016,20800,29016,24908
B7V2Y5,45,KYD,Per Month,KYD$14 - KYD$16 Per Hour (paid Monthly),32760,37440,32760,37440,35100
D2T8K8,45,KYD,Per Month,"KYD$28,080 - KYD$35,100 Per Annum (paid Monthly)",28080,35100,28080,35100,31590
D5D5E6,40,KYD,Per Month,"KYD$4,562 - KYD$5,930 Monthly",54744,71160,54744,71160,62952
D7V2G8,45,KYD,Per Week,"KYD$16,380 - KYD$18,720 Per Annum (paid Weekly)",16380,18720,16380,18720,17550
E5F8E2,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$35,100 Per Annum (paid Bi-Weekly)",18720,35100,18720,35100,26910
E8E3V6,45,KYD,Bi-Weekly,"KYD$630 - KYD$1,500.3 Bi-Weekly (paid Bi-Weekly)",16380,39007.8,16380,39007.8,27693.9
F2G3U3,45,KYD,Bi-Weekly,KYD$7 - KYD$11 Per Hour (paid Bi-Weekly),16380,25740,16380,25740,21060
F6H7W6,43,KYD,Per Month,"KYD$1,200 - KYD$1,500 Monthly",14400,18000,14400,18000,16200
F8F7X8,40,KYD,Per Week,KYD$7 - KYD$10 Per Hour (paid Weekly),14560,20800,14560,20800,17680
G2V4Q6,45,KYD,Per Month,KYD$12 - KYD$15 Per Hour (paid Monthly),28080,35100,28080,35100,31590
G4H5V8,45,KYD,Per Month,"KYD$64,000 - KYD$80,000 Per Annum (paid Monthly)",64000,80000,64000,80000,72000
G4V6D7,37.5,KYD,Per Month,"KYD$120,000 - KYD$140,000 Per Annum (paid Monthly)",120000,140000,120000,140000,130000
G8A7M6,45,KYD,Bi-Weekly,KYD$630 Bi-Weekly (paid Bi-Weekly),16380,16380,16380,16380,16380
H4Q8M7,40,KYD,Per Month,"KYD$4,075 - KYD$5,297 Monthly",48900,63564,48900,63564,56232
H5C2U4,45,KYD,Per Hour,KYD$400 - KYD$585 Weekly (paid Per Hour),20800,30420,20800,30420,25610
H7K2Y2,40,KYD,Bi-Weekly,"KYD$29,120 Per Annum (paid Bi-Weekly)",29120,29120,29120,29120,29120
H8T3G3,45,KYD,Per Month,"KYD$4,500.6 Monthly",54007.2,54007.2,54007.2,54007.2,54007.2
J3P6P2,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
J4P8W6,45,KYD,Per Month,"KYD$1,170 - KYD$1,560 Monthly",14040,18720,14040,18720,16380
J7D8J4,45,KYD,Per Month,"KYD$7,499.7 - KYD$8,665.8 Monthly",89996.4,103989.6,89996.4,103989.6,96993
K4J7A5,45,KYD,Per Week,KYD$11 - KYD$15 Per Hour (paid Weekly),25740,35100,25740,35100,30420
K7D2W7,45,KYD,Bi-Weekly,KYD$7 - KYD$11 Per Hour (paid Bi-Weekly),16380,25740,16380,25740,21060
M2V2M7,45,KYD,Per Day,KYD$315 Weekly (paid Per Day),16380,16380,16380,16380,16380
M3X5C2,45,KYD,Per Month,"KYD$50,000 - KYD$65,000 Per Annum (paid Monthly)",50000,65000,50000,65000,57500
N2C2T5,45,KYD,Per Hour,KYD$8 - KYD$11 Per Hour (paid Per Hour),18720,25740,18720,25740,22230
N4X7N8,45,KYD,Per Month,"KYD$2,200 - KYD$3,200 Monthly",26400,38400,26400,38400,32400
N6C6W4,45,KYD,Per Week,"KYD$32,760 - KYD$46,800 Per Annum (paid Weekly)",32760,46800,32760,46800,39780
N6J4P3,40,KYD,Per Month,"KYD$4,075 - KYD$5,297 Monthly",48900,63564,48900,63564,56232
P3C5E7,40,KYD,Per Week,KYD$400 - KYD$558 Weekly,20800,29016,20800,29016,24908
P4U7T4,40,KYD,Per Month,"KYD$38,400 - KYD$44,400 Per Annum (paid Monthly)",38400,44400,38400,44400,41400
P5W2C7,40,KYD,Per Week,KYD$557.6 - KYD$731 Weekly,28995.2,38012,28995.2,38012,33503.6
P8A6B3,45,KYD,Per Week,KYD$400 Weekly,20800,20800,20800,20800,20800
Q2V5C5,45,KYD,Per Month,"KYD$1,250 - KYD$1,350 Monthly",15000,16200,15000,16200,15600
Q4A4M2,45,KYD,Bi-Weekly,"KYD$600.3 - KYD$1,019.7 Bi-Weekly (paid Bi-Weekly)",15607.8,26512.2,15607.8,26512.2,21060
Q8R7D5,45,KYD,Per Week,KYD$12 - KYD$15 Per Hour (paid Weekly),28080,35100,28080,35100,31590
S4T6J5,45,KYD,Per Week,"KYD$23,400 - KYD$46,800 Per Annum (paid Weekly)",23400,46800,23400,46800,35100
S7D8P2,40,KYD,Per Month,"KYD$51,700 - KYD$71,700 Per Annum (paid Monthly)",51700,71700,51700,71700,61700
T7W5R3,35,KYD,Per Month,"KYD$30,000 - KYD$36,000 Per Annum (paid Monthly)",30000,36000,30000,36000,33000
U4J7F2,45,KYD,Per Month,"KYD$16,900 - KYD$17,550 Per Annum (paid Monthly)",16900,17550,16900,17550,17225
V5T6A8,45,KYD,Per Week,KYD$270 - KYD$324.9 Weekly,14040,16894.8,14040,16894.8,15467.4
V5U2F8,45,KYD,Per Month,"KYD$35,000 - KYD$45,000 Per Annum (paid Monthly)",35000,45000,35000,45000,40000
W2J6H8,45,KYD,Per Month,"KYD$110,000 - KYD$130,000 Per Annum (paid Monthly)",110000,130000,110000,130000,120000
W4P3C3,45,KYD,Per Month,"KYD$21,060 - KYD$28,080 Per Annum (paid Monthly)",21060,28080,21060,28080,24570
W7G6M7,40,KYD,Per Month,"KYD$7,595 - KYD$9,873 Monthly",91140,118476,91140,118476,104808
X2B5J7,45,KYD,Per Week,KYD$301.5 - KYD$315 Weekly,15678,16380,15678,16380,16029
X6H8C2,45,KYD,Per Day,KYD$8 - KYD$10 Per Hour (paid Per Day),18720,23400,18720,23400,21060
X6M5U3,45,KYD,Bi-Weekly,KYD$14 - KYD$20 Per Hour (paid Bi-Weekly),32760,46800,32760,46800,39780
X8R8G7,37.5,USD,Per Month,"USD$85,000 - USD$95,000 Per Annum (paid Monthly)",85000,95000,70833.33,79166.67,75000
Y4Y2B7,45,KYD,Bi-Weekly,KYD$692.31 - KYD$800 Bi-Weekly (paid Bi-Weekly),18000,20800.08,18000,20800.08,19400.04
Y5N2M3,35,KYD,Per Week,KYD$525 - KYD$700 Weekly,27300,36400,27300,36400,31850
Y7D7C6,45,KYD,Per Week,"KYD$32,760 - KYD$42,120 Per Annum (paid Weekly)",32760,42120,32760,42120,37440
Y7J8C6,40,KYD,Per Month,KYD$10 - KYD$13 Per Hour (paid Monthly),20800,27040,20800,27040,23920
D3B5K7,45,KYD,Per Hour,KYD$10 - KYD$15 Per Hour (paid Per Hour),23400,35100,23400,35100,29250
D4N7A4,40,KYD,Per Month,"KYD$12,480 Per Annum (paid Monthly)",12480,12480,12480,12480,12480
E7P4M5,40,KYD,Per Month,"KYD$1,100.67 - KYD$1,175.2 Monthly",13208,14102.4,13208,14102.4,13655.2
G6Y3T5,45,KYD,Per Week,KYD$300.15 - KYD$350.1 Weekly,15607.8,18205.2,15607.8,18205.2,16906.5
H3H2G8,40,KYD,Per Month,"KYD$1,126 - KYD$1,716 Monthly",13512,20592,13512,20592,17052
K2A4E8,45,KYD,Per Week,KYD$675 - KYD$810 Weekly,35100,42120,35100,42120,38610
M3A4N7,45,KYD,Bi-Weekly,"KYD$1,350 - KYD$1,530 Bi-Weekly (paid Bi-Weekly) + gratuities",35100,39780,35100,39780,37440
M4V6F3,40,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),24960,24960,24960,24960,24960
M8E3S3,45,KYD,Per Month,"KYD$4,650 - KYD$4,816.67 Monthly",55800,57800,55800,57800,56800
P4J3H4,45,KYD,Per Month,"KYD$35,100 - KYD$40,014 Per Annum (paid Monthly)",35100,40014,35100,40014,37557
R2R5D7,45,KYD,Per Month,"KYD$15,210 Per Annum (paid Monthly)",15210,15210,15210,15210,15210
R5Q7K3,45,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),23400,28080,23400,28080,25740
S6W8H8,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly) + gratuities,14040,18720,14040,18720,16380
T5K6B5,45,KYD,Bi-Weekly,"KYD$1,350 Bi-Weekly (paid Bi-Weekly)",35100,35100,35100,35100,35100
V5S8Q2,45,KYD,Per Week,KYD$360 - KYD$450 Weekly,18720,23400,18720,23400,21060
W8J2U7,37.5,USD,Per Month,"USD$170,000 - USD$190,000 Per Annum (paid Monthly)",170000,190000,141666.67,158333.33,150000
X3N2K7,45,KYD,Per Month,"KYD$6,500 - KYD$7,500 Monthly",78000,90000,78000,90000,84000
X4J3D5,40,KYD,Bi-Weekly,KYD$480 Bi-Weekly (paid Bi-Weekly),12480,12480,12480,12480,12480
X6P7N4,37.5,USD,Per Month,"USD$85,000 - USD$100,000 Per Annum (paid Monthly)",85000,100000,70833.33,83333.33,77083.33
Y2F6D4,37.5,USD,Per Month,"USD$190,000 - USD$220,000 Per Annum (paid Monthly)",190000,220000,158333.33,183333.33,170833.33
D3P4G3,35,KYD,Bi-Weekly,"KYD$1,050 - KYD$1,400 Bi-Weekly (paid Bi-Weekly)",27300,36400,27300,36400,31850
F8U2W5,40,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),12480,14560,12480,14560,13520
G7B5H8,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),23400,28080,23400,28080,25740
R7Y2R5,45,KYD,Per Month,"KYD$18,720 Per Annum (paid Monthly)",18720,18720,18720,18720,18720
T8Y3U6,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
A3D6H7,40,KYD,Per Week,KYD$400 - KYD$440 Weekly,20800,22880,20800,22880,21840
A3W8Q2,45,KYD,Per Week,KYD$720 Weekly,37440,37440,37440,37440,37440
A7M2K7,45,KYD,Per Week,KYD$10 - KYD$11 Per Hour (paid Weekly),23400,25740,23400,25740,24570
B3F5N8,45,KYD,Bi-Weekly,"KYD$23,400 - KYD$31,590 Per Annum (paid Bi-Weekly)",23400,31590,23400,31590,27495
B4N6W4,45,KYD,Per Month,"KYD$2,800.2 - KYD$3,400.8 Monthly",33602.4,40809.6,33602.4,40809.6,37206
B5X7H3,40,KYD,Per Month,"KYD$4,500 Monthly",54000,54000,54000,54000,54000
B8D5U4,45,KYD,Bi-Monthly,KYD$12 Per Hour (paid Bi-Monthly),28080,28080,28080,28080,28080
B8V5P2,45,KYD,Per Week,KYD$415.38 - KYD$600 Weekly,21600,31200,21600,31200,26400
C2V2R7,45,KYD,Per Week,KYD$8 - KYD$10 Per Hour (paid Weekly),18720,23400,18720,23400,21060
C3J5K4,45,KYD,Bi-Weekly,"KYD$1,350 Bi-Weekly (paid Bi-Weekly)",35100,35100,35100,35100,35100
C4R6J3,45,KYD,Per Week,KYD$405 - KYD$540 Weekly,21060,28080,21060,28080,24570
C4S6G6,45,KYD,Per Week,KYD$270 - KYD$360 Weekly,14040,18720,14040,18720,16380
C5E7E6,45,KYD,Per Hour,KYD$11.95 - KYD$16.45 Per Hour (paid Per Hour),27963,38493,27963,38493,33228
C5V6T6,45,KYD,Per Week,"KYD$20,800 Per Annum (paid Weekly)",20800,20800,20800,20800,20800
C6X2D3,45,KYD,Bi-Monthly,KYD$10 - KYD$15 Per Hour (paid Bi-Monthly),23400,35100,23400,35100,29250
C7F7S8,45,USD,Per Month,"USD$90,000 - USD$150,000 Per Annum (paid Monthly)",90000,150000,75000,125000,100000
D2E5R7,40,KYD,Per Month,"KYD$1,665.73 - KYD$2,083.47 Monthly",19988.8,25001.6,19988.8,25001.6,22495.2
D3F7U3,45,KYD,Per Week,KYD$15 - KYD$18 Per Hour (paid Weekly),35100,42120,35100,42120,38610
D3Q5W6,37.5,USD,Per Month,"USD$150,000 - USD$180,000 Per Annum (paid Monthly)",150000,180000,125000,150000,137500
D4P8B5,45,KYD,Bi-Monthly,KYD$5 Per Hour (paid Bi-Monthly) + gratuities,11700,11700,11700,11700,11700
D4Q3M8,45,USD,Bi-Weekly,"USD$80,000 - USD$100,000 Per Annum (paid Bi-Weekly)",80000,100000,66666.67,83333.33,75000
D4X4J3,45,KYD,Per Month,"KYD$30,000 - KYD$42,000 Per Annum (paid Monthly)",30000,42000,30000,42000,36000
D5G5B4,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
D7M6G4,45,KYD,Bi-Monthly,KYD$14 - KYD$16 Per Hour (paid Bi-Monthly),32760,37440,32760,37440,35100
E2P3U3,45,KYD,Per Month,"KYD$28,080 - KYD$46,800 Per Annum (paid Monthly)",28080,46800,28080,46800,37440
E5R3H7,45,KYD,Per Week,KYD$720 Weekly,37440,37440,37440,37440,37440
E7B7W6,45,KYD,Per Week,KYD$360 - KYD$405 Weekly,18720,21060,18720,21060,19890
E7V3T4,45,KYD,Per Week,"KYD$14,040 - KYD$25,740 Per Annum (paid Weekly)",14040,25740,14040,25740,19890
E8G3Q3,37.5,USD,Per Month,"USD$113,000 - USD$120,000 Per Annum (paid Monthly)",113000,120000,94166.67,100000,97083.33
F3U7D5,45,KYD,Bi-Monthly,KYD$877.5 - KYD$975 Bi-Monthly (paid Bi-Monthly),21060,23400,21060,23400,22230
F3X3F4,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly),18720,23400,18720,23400,21060
F6H8X8,45,KYD,Per Week,KYD$8.5 - KYD$11 Per Hour (paid Weekly),19890,25740,19890,25740,22815
F7V7B5,45,KYD,Per Week,"KYD$23,400 - KYD$35,100 Per Annum (paid Weekly)",23400,35100,23400,35100,29250
F8E4G8,45,KYD,Bi-Monthly,KYD$12 Per Hour (paid Bi-Monthly) + gratuities,28080,28080,28080,28080,28080
G2B6M4,45,USD,Per Month,"USD$60,000 - USD$80,000 Per Annum (paid Monthly)",60000,80000,50000,66666.67,58333.33
G5D7J4,40,KYD,Bi-Weekly,"KYD$35,360 Per Annum (paid Bi-Weekly)",35360,35360,35360,35360,35360
G5U5M8,45,KYD,Per Week,KYD$540 Weekly,28080,28080,28080,28080,28080
G6F6J5,45,KYD,Per Month,"KYD$46,800 - KYD$63,180 Per Annum (paid Monthly)",46800,63180,46800,63180,54990
H2R8E4,40,USD,Per Month,"USD$150,009.6 - USD$159,993.6 Per Annum (paid Monthly)",150009.6,159993.6,125008,133328,129168
